activity_ts,organization_id,district_id,school_id,user_id_to,user_id_from,distribution_id,distribution_id_from,activity_type_id,activity_ref_key,activity_detail_idx,activity_sub_type_id,activity_status_id,vendor_id,transaction_key,vendor_order_key,vendor_purchase_order_number,description,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,updated,updated_date,authorizenet_transid,invoiceAchDataId,distributionVendorName,created_date,submitted_date,completed_date,modified_date,prepaidStatus,original_amount,is_autoprocessed,req_transaction_token
2024-12-12 20:05:37,1,621,8352,8352,8352,8352,16449,2,d475ba90-7019-4730-98ed-7eb804bca715,11,16449,6,216,B3S4HILCJAQBS3XI,U2YRLO2J-EJLR-O2P7-VQYL-Y0OE2OH6AFZS,7ZQNP0EHI,"Inquam, in physicis, quibus maxime gloriatur, primum totus est alienus. Democritea dicit.",112.80,112.80,11.28,5.64,9.03,5.64,5.64,1,2024-12-13 16:43:38,148501005,YCM0069sw,"Cullen/Frost Bankers, Inc.",2024-12-13 16:43:38,2024-12-14 13:21:39,2024-12-15 09:59:40,2024-12-16 06:37:41,Expired,112.80,1,9x569M1ni6h87kzy71R557tXRx690yQX
2024-12-14 22:06:22,1,347,2132,2132,2132,2132,17001,1,a91b3551-2bd0-48c0-b460-8de36f72650a,9,17001,1,11123,9BVUQ7463WUN3W97,I3V8OPAA-WGRT-EBQE-YVSM-F991IY3N38KJ,N4U,"Quarum summum erat in utroque studium, deinde Torquatus: Quoniam nacti te, inquit, sumus aliquando. Graecis Latine scripta deterius. Quibus ego assentior, dum modo de. Cuius causa haec finxerat, assecutus est. Nam si. Neque praesenti nec expectata voluptate, quid eo. Inimicus. Sed iure Mucius. Ego autem mirari satis non.",86.15,86.15,8.62,4.31,6.89,4.31,4.31,0,2024-12-24 17:57:23,9039670,JOH2893ug,Actuant Corporation,2024-12-24 17:57:23,2025-01-03 13:48:24,2025-01-13 09:39:25,2025-01-23 05:30:26,Pending Activation,86.15,0,8lWxCE4T22ZNTAmx1ikOc8f762pgN9kq
2024-12-15 20:49:14,1,533,6625,6625,6625,6625,17242,3,68dbc94f-4f43-457d-bda5-e6988e74c067,6,17242,9,19655,X6H04ISLN4V605ON,ZA6K1BUD-SWUW-51AR-N9IS-KY5HNNDQ5XEY,UZZS,"Dixit fortunam intervenire sapienti maximasque ab. Optimum et verissimum sit, exquirere? An, partus ancillae sitne in fructu habendus. Progrediens familiaritatem effecerit, tum amorem efflorescere tantum, ut, etiamsi nulla. Minus; ita effici complexiones et copulationes et adhaesiones atomorum inter se, ex quo.",57.96,57.96,5.80,2.89,4.63,2.89,2.89,0,2024-12-22 02:59:20,02018088,MUM7476jk,PTC Inc.,2024-12-22 02:59:20,2024-12-28 09:09:26,2025-01-03 15:19:32,2025-01-09 21:29:38,Under Review,57.96,0,4ppY6Zf6n0aef9PxoydzFzToCU5MteFG
2024-12-18 02:38:04,1,551,14329,14329,14329,14329,17821,1,96ad846a-ec3b-4dc0-9b2f-433e798eb21b,13,17821,6,15596,F578U6Q5UIYPAYET,5M0S61JZ-PDE7-E7EM-1WHE-919V9LAGH6LT,OXN9UH,"Menandro solet. Nec vero, ut noster Lucilius, recusabo, quo minus id, quod sentiant non. Utilior aut ad naturam aut contra sit, a.",131.10,131.10,13.11,6.56,10.49,6.56,6.56,1,2024-12-21 20:29:29,7305426504,TVL7363wk,Scorpio Tankers Inc.,2024-12-21 20:29:29,2024-12-25 14:20:54,2024-12-29 08:12:19,2025-01-02 02:03:44,Under Review,131.10,1,w87U2s8Z3EHBIUIf2w161ttA9ZPasPZu
2024-12-20 06:17:32,1,68,15405,15405,15405,15405,18374,2,b4628b70-d1ca-45f8-8415-20eb228e02ab,7,18374,9,12260,G5RGPXKGNXM8O3NE,P3UFOPAW-YHSX-BVJZ-LOPV-Y9B35WHZJQOP,WFS08SMCYG,"Maximeque cruciantur, cum sero sentiunt frustra. Ne ad eam non possim accommodare Torquatos nostros? Quos. Aristotele ante tractatos? Quid? Epicurei num desistunt de isdem, de quibus.",68.98,68.98,6.90,3.45,5.52,3.45,3.45,1,2024-12-24 19:34:31,544525090,WJV9463sa,GATX Corporation,2024-12-24 19:34:31,2024-12-29 08:51:30,2025-01-02 22:08:29,2025-01-07 11:25:28,Recharged,68.98,1,F6dk25297Q4l0QyUobEt2G019Uj2d4UR
2024-12-21 15:10:51,1,937,5527,5527,5527,5527,18729,2,214ba426-a659-4671-9dc7-774703a9d516,11,18729,5,14508,ULGBTV350SCQ7JI7,GIK1A239-OTOW-GTZF-DV10-NU3PUIW8DMWO,70I5G1VE,"Posse percipi dicunt, ii remotis. Ultima antiquitate repetitis tria vix amicorum paria reperiuntur, ut ad id omnia referri. Confirmat autem illud vel maxime, quod ipsa natura, ut ait ille. Praeclare Scaevola: Graecum te, Albuci, quam Romanum atque Sabinum, municipem Ponti, Tritani, centurionum, praeclarorum. Etiam videtur multis voluptatibus, cum ipsi naturae.",110.43,110.43,11.04,5.52,8.84,5.52,5.52,0,2024-12-30 21:59:58,040344,HXP5547dx,Salient Midstream & MLP Fund,2024-12-30 21:59:58,2025-01-09 04:49:05,2025-01-18 11:38:12,2025-01-27 18:27:19,Depleted,110.43,0,n4DQ39MsJ1e2bzsT9bGLM1zu7F48CgKO
2024-12-24 00:54:08,1,1004,9378,9378,9378,9378,19365,3,234e0900-99f2-4e98-917b-70406e3c4ad2,11,19365,1,3651,MKZHPBHY88BCRBW5,ORE8F5ML-DTCA-2AVW-6QNL-N6YQXNPN50BA,B3ND2LF,"Facta primo suspicio insequitur, dein sermo atque fama, tum. Gubernatoris ars, quia bene navigandi. Tantum dissentio, ut, cum Sophocles vel optime scripserit Electram, tamen male conversam Atilii. Quae sequitur sunt tota Democriti, atomi, inane, imagines, quae eidola nominant, quorum. Et illaberetur, nec manus esse contenta.",110.68,110.68,11.07,5.54,8.86,5.54,5.54,0,2025-01-02 18:36:51,7209040204,BXJ5568sw,Orbotech Ltd.,2025-01-02 18:36:51,2025-01-12 12:19:34,2025-01-22 06:02:17,2025-01-31 23:45:00,Suspended,110.68,0,p01kd1qs2OsCeKxPOO6QuP4Js4Td3ecv
2024-12-25 20:09:05,1,286,9100,9100,9100,9100,19841,2,f3b0a2e8-e964-4a79-94d0-cdbb6143419a,10,19841,7,11154,2WJCT05110UXIZQZ,X53T7DKZ-D8R9-8SOX-Y9RW-R0ZS1S7D0L6Q,TFWYE,"Sum, debeo profecto, quantumcumque possum, in eo quoque elaborare. Intellegimus et saepe etiam videmus, et perspicuum est.",98.84,98.84,9.88,4.94,7.91,4.94,4.94,1,2024-12-27 21:15:05,72889349,SCF4985fd,CyberArk Software Ltd.,2024-12-27 21:15:05,2024-12-29 22:21:05,2024-12-31 23:27:05,2025-01-03 00:33:05,Suspended,98.84,1,21ECCXi80ZhorF7yjMe6qBv1B0p7Euu1
2024-10-11 07:02:45,10,798,11117,11117,11117,11117,178,2,5e7f587d-9b8f-477b-b37c-693d4a86b41c,7,178,4,802,4WKWL9RX4QQQYCMX,QBGQBL2A-HPTG-AZ3S-3XG7-925TM0VTH2SH,FGH231,"Nobis ut et adversa quasi perpetua oblivione obruamus et secunda. Quantumcumque possum, in eo quoque elaborare, ut sint opera, studio, labore. E corporis voluptatibus et doloribus -- itaque concedo, quod modo dicebas, cadere.",65.89,65.89,6.59,3.29,5.27,3.29,3.29,1,2024-10-15 04:27:09,7412200704,GKF5267ua,"Goldman Sachs Group, Inc. (The)",2024-10-15 04:27:09,2024-10-19 01:51:33,2024-10-22 23:15:57,2024-10-26 20:40:21,Depleted,65.89,1,3kVN63CH6Bh5fp1J4o0Zo3Ycg28j6gT7
2024-10-12 22:01:41,10,266,11396,11396,11396,11396,605,3,ebe54e81-df95-4fc9-8f74-fe94498fa6b5,6,605,7,6875,TWJI0TETFVRQNX6K,N0YQO93W-3PJI-P16L-W9HK-FF6JGWHO1QPR,KHS,"Nihil sane praeter sedulitatem probarent, omnes mihi Epicuri sententiae satis notae. Vita nulla est intercapedo molestiae. Igitur neque stultorum quisquam beatus neque. Quo pertineant non intellegamus, tu tam egregios viros censes tantas res gessisse sine causa? Quae.",61.54,61.54,6.16,3.07,4.92,3.07,3.07,1,2024-10-17 19:02:07,492023641,UEJ5008zw,Amedisys Inc,2024-10-17 19:02:07,2024-10-22 16:02:33,2024-10-27 13:02:59,2024-11-01 10:03:25,Under Review,61.54,1,9ZA46p3aK24t0wQj92C1Xx3QWe5lvKKf
2024-10-14 10:49:41,10,942,17956,17956,17956,17956,996,1,ad2b9cbe-15b4-49b2-a3fb-bc5cd08182cc,9,996,1,1835,11VRZ5VUFFDZMO1G,6Y4NABWR-PVL7-RGBB-1GGE-CAXZWBC5DG0W,PDWYAONV52,"Senectutem esse discenda. Quae cum dixissem, magis ut illum provocarem quam ut ipse. Quodsi vita doloribus referta maxime fugienda est.",87.09,87.09,8.71,4.35,6.97,4.35,4.35,1,2024-10-17 13:35:35,8267332,QTW8592da,M III Acquisition Corp.,2024-10-17 13:35:35,2024-10-20 16:21:29,2024-10-23 19:07:23,2024-10-26 21:53:17,Inactive,87.09,1,U7b5rWehUu1pfO7k9A452N72kdjC7Q02
2024-10-16 14:05:45,10,678,9529,9529,9529,9529,1545,2,b5098ed7-8cdf-4ad0-8d6a-198eea452f59,7,1545,2,15908,JTRDIUC1PSM0YZU1,4GPJ1D99-IL6D-JZEW-B4BR-BSY6W34MYK7B,C5WCEOY,"Alii autem, quibus ego assentior, dum modo de isdem rebus ne Graecos quidem legendos. Dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero.",66.54,66.54,6.66,3.32,5.32,3.32,3.32,1,2024-10-19 22:35:49,2215485,KDG5543xs,Synalloy Corporation,2024-10-19 22:35:49,2024-10-23 07:05:53,2024-10-26 15:35:57,2024-10-30 00:06:01,Recharged,66.54,1,QHR28HwSRP9xto2mgdL4hu24Aq4zJ920
2024-10-18 01:41:56,10,84,7117,7117,7117,7117,1942,1,e97a9636-cbdb-4a26-bb6a-b929a37af7c1,7,1942,5,4953,JDISHJC6EMJ7DPID,BCL68D5N-RZRL-UM3N-RQR6-BXUBPHX32R3U,QK0OA5,"Bonum, desideraret.' -- Ita credo. .",69.65,69.65,6.97,3.48,5.57,3.48,3.48,1,2024-10-18 12:20:25,7696111,VRQ1309zq,First Trust South Korea AlphaDEX Fund,2024-10-18 12:20:25,2024-10-18 22:58:54,2024-10-19 09:37:23,2024-10-19 20:15:52,Suspended,69.65,1,JDaHEdf6MPqQrJDrqL8dx1fv2ckceM8Y
2024-10-20 06:17:49,10,762,706,706,706,706,2517,3,08af3f50-1e41-47b4-8e6a-5536f6c32ce3,14,2517,8,13094,UXHHC1YWOPUX7TXD,WRKO4I4A-XKI7-RAGO-L2G5-6YWMVF4D826Y,325WGH2Q7,Etenim quoniam detractis de homine.,140.44,140.44,14.04,7.03,11.24,7.03,7.03,1,2024-10-21 10:00:44,8007853,NTX9339yn,Global X Internet of Things ETF,2024-10-21 10:00:44,2024-10-22 13:43:39,2024-10-23 17:26:34,2024-10-24 21:09:29,Cancelled,140.44,1,S09qIh0YFM3A0w3yXTB0kZ5hxehaFpYl
2024-10-23 03:02:22,10,953,14139,14139,14139,14139,3281,1,793d0525-cf2e-4aa5-b58c-67edf5fa5645,6,3281,5,13500,UWFBIDBKPVHMSXPH,1LNVB9JM-2BEI-VTM1-G7E2-JCBW78WBRCOO,UNPZKM3,"Te ipso id quidem facio provocatus gratissimo mihi libro, quem ad modum eae. Quae suavitate aliqua naturam ipsam. Sit tam insolens domesticarum rerum fastidium. Non est omnino hic docendi locus; sed. Si qui incurrunt, numquam vim tantam habent, ut non plus habeat. Saepe etiam legum iudiciorumque poenis obligantur. Qui autem alia malunt scribi a nobis.",63.59,63.59,6.36,3.18,5.08,3.18,3.18,0,2024-11-01 07:44:56,069632,IMB8853rr,"KAR Auction Services, Inc",2024-11-01 07:44:56,2024-11-10 12:27:30,2024-11-19 17:10:04,2024-11-28 21:52:38,Under Review,63.59,0,Z6zv3XiYCTggY5D8U2VGgqL6Njvy543l
2024-10-24 18:55:38,10,237,12623,12623,12623,12623,3724,3,ae30ed5b-56d7-49e4-b203-c7b60d647a0b,11,3724,11,17308,ODDRFBICUJINOSI1,OOMDYB7N-9PYZ-RY53-LD8D-W721H8VASPKH,3EYKH1M,Si ad eorum cognitionem divina illa ingenia transferrem. Sed.,111.43,111.43,11.14,5.57,8.92,5.57,5.57,1,2024-10-25 05:46:46,345262016,SKI5955bq,Swift Transportation Company,2024-10-25 05:46:46,2024-10-25 16:37:54,2024-10-26 03:29:02,2024-10-26 14:20:10,Inactive,111.43,1,2h67CkdNSQS67C9y038lbrp1rFv8aJh1
2024-10-25 14:19:15,10,238,3555,3555,3555,3555,3950,3,78a87b6b-93da-41b6-b659-196c58acfccd,9,3950,3,4979,TRA62AJ8QF8P2VPM,HPGZNXX4-E481-323L-JA0M-ICRS9LB9X3YB,PY7FF8F,"Collegi, abest plurimum et, cum stultorum vitam cum sua comparat. Hac exaudita quasi voce naturae sic eam firme graviterque comprehenderit, ut omnes bene sanos in. Epicurus? Qui unum genus posuit. Sed multo etiam magis, quorum ille.",90.01,90.01,9.00,4.50,7.20,4.50,4.50,0,2024-11-01 23:14:08,165606,SMU2878cq,"EnerNOC, Inc.",2024-11-01 23:14:08,2024-11-09 08:09:01,2024-11-16 17:03:54,2024-11-24 01:58:47,Recharged,90.01,0,0Uwq7ThH7fi87XFsJG6f8h575W6NyV9m
2024-10-28 01:19:28,10,414,17408,17408,17408,17408,4586,1,42de5fd0-63c6-4c66-ae37-1e783f507c53,8,4586,2,6786,6JPHZPR50IF1S8J8,4DZN6G2U-64A7-S5MW-V5JX-CLI5A5DGYOFF,AEEKN,"Assentior, cum a philosophis compluribus permulta dicantur, cur nec voluptas. Propter soliditatem, censet in infinito inani, in quo nihil posset fieri minus; ita effici complexiones. Quid poetarum evolutio, quid tanta tot versuum memoria voluptatis affert? Nec. Et opes vel fortunae vel ingenii.",79.90,79.90,7.99,3.99,6.39,3.99,3.99,0,2024-11-03 14:32:43,07963493,HXE8540tt,Discover Financial Services,2024-11-03 14:32:43,2024-11-10 03:45:58,2024-11-16 16:59:13,2024-11-23 06:12:28,Pending Activation,79.90,0,jto13Nw0vfB4UL3df642O241Y17fO432
2024-10-30 12:45:38,10,13,505,505,505,505,5216,3,407cf8b9-1174-4278-89f3-40c58a533fd1,10,5216,1,9554,SGP0DEQV4ZLJ2WLW,Y8AUFINL-1EHD-467D-EOK2-75EMR1RS1EX6,VLL48AO,"Enim esse censet, quantus videtur, vel paulo aut maiorem aut minorem. Qui Ennii Medeam aut Antiopam Pacuvii spernat aut reiciat, quod se. In eo essent. Quae cum tota res (est) ficta pueriliter, tum ne efficit quidem, quod. Voluptate victi faciant id, quod propositum est, summum. Summum bonorum vel ultimum vel extremum -- quod et scripta multa.",99.97,99.97,10.00,5.00,8.00,5.00,5.00,0,2024-11-09 09:03:38,4605555992,ESF2978ec,Clorox Company (The),2024-11-09 09:03:38,2024-11-19 05:21:38,2024-11-29 01:39:38,2024-12-08 21:57:38,Recharged,99.97,0,Jl211Y46Iq070Hva3esIwbVf5THpi3S9
2024-11-01 04:02:07,10,655,4936,4936,4936,4936,5648,3,fffbe99b-ac29-4cec-9829-e335fc3400db,8,5648,7,8871,PMVIM5QNFG42D7II,6J04JSUX-H56G-GPXW-YB1Q-1G6O2W9CFFLJ,EOLZCM,"Ob aliquam causam ista, quae sine. Cum dixisset, Explicavi, inquit, sententiam. Et, quod aptissimum est ad cognitionem. Iudicatum. Plerique autem, quod tenere atque servare id, quod propositum est, summum profecto malum.",80.74,80.74,8.08,4.04,6.46,4.04,4.04,0,2024-11-08 00:03:27,0107114,MLH6657ef,"Proteon Therapeutics, Inc.",2024-11-08 00:03:27,2024-11-14 20:04:47,2024-11-21 16:06:07,2024-11-28 12:07:27,Inactive,80.74,0,YNXEcHy7BjL2l7l4v7XzIOsd2vwM813C
2024-11-02 20:30:54,10,422,19121,19121,19121,19121,6081,3,5e289201-5880-4ab4-92df-6f3413835b08,11,6081,10,8948,9Q236HJB90JI8HYW,DEPY9STM-0BO9-9GNA-4LSS-VN0DXD4KZXHA,K6AKNQL7E,"Inquit, sic agam, ut ipsi auctori huius disciplinae. Dolore nec impediente nec inpendente, quem tandem hoc.",113.73,113.73,11.37,5.69,9.10,5.69,5.69,1,2024-11-06 04:19:17,696041,AUZ5652hg,"Kadmon Holdings, Inc.",2024-11-06 04:19:17,2024-11-09 12:07:40,2024-11-12 19:56:03,2024-11-16 03:44:26,Cancelled,113.73,1,JxN6o39iMHVx040i6UVHW34oz291FGRm
2024-11-04 02:17:42,10,403,1499,1499,1499,1499,6399,3,d9a24e96-5515-48d9-908f-63694608140e,10,6399,4,14273,OD5UFMY6150ZHU11,4MKZN6TG-EO3L-2A1V-HQFG-TL13GLA1UEFR,DI0G5LRUX,"Iudicatum. Plerique autem, quod tenere atque servare id, quod sentiant non esse faciendum, ii. Inquit, sumus aliquando otiosum, certe audiam, quid sit, quod Epicurum nostrum non tu quidem oderis. Ab Aristotele ante tractatos? Quid? Epicurei num desistunt de isdem, de quibus neque depravate.",95.40,95.40,9.54,4.77,7.63,4.77,4.77,1,2024-11-08 17:22:37,418675,HUT6547cv,"Stoneridge, Inc.",2024-11-08 17:22:37,2024-11-13 08:27:32,2024-11-17 23:32:27,2024-11-22 14:37:22,Suspended,95.40,1,KM2GFWlsd7Wc5NlphR1671K1yj1P5pC4
2024-11-06 03:04:28,10,561,14391,14391,14391,14391,6924,3,27415521-ddfb-428f-a0b2-370ae7a4422a,7,6924,10,6176,VPP55WFLBSVTEBNF,X1OYEEJM-0PKE-HDWP-H4MY-B3QZI0JH0646,1P2LW7B,"Omnino amicitiae non posse iucunde vivi, nisi. Amici voluptatem. Quaeque de virtutibus dicta sunt, quem ad modum eae semper voluptatibus inhaererent. Multis tamque variis ab ultima antiquitate repetitis tria vix.",74.65,74.65,7.47,3.73,5.97,3.73,3.73,1,2024-11-10 02:26:43,492736631,PKC1110og,AllianzGI Diversified Income & Convertible Fund,2024-11-10 02:26:43,2024-11-14 01:48:58,2024-11-18 01:11:13,2024-11-22 00:33:28,Depleted,74.65,1,9pGIW7poQvU61iP95qF5w01f3s879QlB
2024-11-07 20:30:57,10,101,8706,8706,8706,8706,7357,3,b68d4754-705a-4326-8a0a-e17f45b7a0cd,11,7357,1,9988,TP4KTMUTY5PDH0E1,TWBC55BL-AJ7Q-4UEU-XP9I-ZXMSUXQTBXX2,209IL,"Praeter voluptatem et dolorem? Sunt autem quidam Epicurei timidiores paulo contra vestra. Orestem pervenias profectus a Theseo. At vero Epicurus. Careat, dolor in longinquitate levis, in gravitate brevis soleat esse, ut ad id omnia. Possum, in eo quoque elaborare, ut sint illa vendibiliora, haec uberiora certe sunt.",112.78,112.78,11.28,5.64,9.02,5.64,5.64,0,2024-11-14 03:26:20,524503298,ZOQ4277xx,Vident Core U.S. Bond Strategy Fund,2024-11-14 03:26:20,2024-11-20 10:21:43,2024-11-26 17:17:06,2024-12-03 00:12:29,Expired,112.78,0,hw3N04WVIaaqAUNBisZoxVizomW1M58R
2024-11-09 02:31:44,10,406,11692,11692,11692,11692,7678,3,9feb9bed-df6b-486f-b76c-8cd4730df8b7,16,7678,12,14150,2ML23DSX5ZBKWD4R,46UOQV50-CWR3-MK03-1FVR-MKR8TH15E6JD,VPH0TOGT,"Potest. Atque ut odia, invidiae, despicationes adversantur voluptatibus, sic amicitiae non modo. Graecis isdem de rebus alia ratione compositis, quid est, quod. Te, Albuci, quam Romanum atque Sabinum, municipem Ponti, Tritani, centurionum, praeclarorum. In medium Epicuri ratio, quae plerisque notissima est. Quam a nobis sic. Aspernatur aut odit aut fugit, sed quia.",160.74,160.74,16.07,8.04,12.87,8.04,8.04,0,2024-11-17 21:36:12,3793933,ULN5804ac,RiceBran Technologies,2024-11-17 21:36:12,2024-11-26 16:40:40,2024-12-05 11:45:08,2024-12-14 06:49:36,Suspended,160.74,0,3bIoKBB7bqcY7pFXLtVP566QE0A52q8H
2024-11-11 12:27:21,10,620,7048,7048,7048,7048,8298,3,69608826-d1e3-412b-9e62-a31bbaefd0c6,9,8298,6,10787,LG6ND56HYCX8J2R8,BW7FQRQN-KPFC-ICRY-BWKD-4DNIGH16UZ6X,FK7LF,"Scripta reliquaque eiusdem generis et legimus libenter et legemus --, haec, quae vitam omnem continent. Vera sentit, non dubitat, si ita melius sit, migrare. A Chrysippo praetermissum in Stoicis? Legimus tamen Diogenem, Antipatrum, Mnesarchum, Panaetium, multos alios in primisque. Et collaudata est, cum id.",86.29,86.29,8.63,4.31,6.90,4.31,4.31,0,2024-11-20 03:55:25,416354531,OLM6784za,"Popular, Inc.",2024-11-20 03:55:25,2024-11-28 19:23:29,2024-12-07 10:51:33,2024-12-16 02:19:37,Inactive,86.29,0,K4sjkBi57ymMQ5Y08sOF8kV38b28cATo
2024-11-14 04:52:51,10,113,15490,15490,15490,15490,8999,2,cc56985f-8d18-44ba-acae-2acd3919cccb,14,8999,11,8719,9BPQC943XXFU4I5T,JCKLWV4R-072J-WC7Y-I7ZS-06R7H4U61PXM,OGD6A,"Acri animo et attento intuemur, tum fit ut.",138.23,138.23,13.82,6.92,11.06,6.92,6.92,1,2024-11-14 23:57:03,6265247,LAP8688pe,"Shutterfly, Inc.",2024-11-14 23:57:03,2024-11-15 19:01:15,2024-11-16 14:05:27,2024-11-17 09:09:39,Recharged,138.23,1,rpLD76CR5007vYiuehQUBPcjPyIF83A9
2024-11-15 04:17:42,10,607,18045,18045,18045,18045,9250,3,b6890970-7b6f-4944-9c9b-49be8b3c1c46,11,9250,7,14134,2M2PH68HULHAB269,NR1MUL2U-N7SE-ERRE-DXCM-OPHTPIZY8ERV,0VNU,"Libro, quem ad me accedis, saluto.",106.13,106.13,10.61,5.31,8.49,5.31,5.31,1,2024-11-15 13:38:21,0041214,FXQ0066dw,Otter Tail Corporation,2024-11-15 13:38:21,2024-11-15 22:59:00,2024-11-16 08:19:39,2024-11-16 17:40:18,Suspended,106.13,1,E8oW9qWciz0b26pz744S9XG0AU62q5iO
2024-11-17 03:12:11,10,214,6876,6876,6876,6876,9771,3,b39294b0-3853-4bec-a20d-1b5cd47e7578,7,9771,2,2905,YAIFZ9B3AGV1KJEI,E4W7HV88-CIP5-S2SH-2VOC-H21K0FD6MWBG,2K0DPS15E,"Ab ultima antiquitate repetitis tria vix amicorum paria. Tum vero, si stabilem scientiam rerum. Omittendis doloribus, etiamsi voluptas ea, quae corrigere vult, mihi quidem videtur, inermis ac nudus est.",72.39,72.39,7.24,3.62,5.79,3.62,3.62,0,2024-11-23 01:06:26,35958242,CXT2244dw,SandRidge Permian Trust,2024-11-23 01:06:26,2024-11-28 23:00:41,2024-12-04 20:54:56,2024-12-10 18:49:11,Depleted,72.39,0,MNUobbN3sw8yN753lPWFj60nyisqk940
2024-11-18 17:52:46,10,169,12405,12405,12405,12405,10199,1,29228f8e-db02-4433-91a8-64b20c0c10e6,8,10199,8,4036,9BN113X9RQA48T88,TRXV2JF0-1LHX-IMWB-7YZN-NEH3WNN271MQ,3072QDQY,"Autem, quod tenere atque servare id, quod sentiant. Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum. Rebus intellegitur nec timiditatem ignaviamque vituperari nec fortitudinem patientiamque laudari suo nomine, sed. Res consilio ipsius et ratione administrari neque maiorem.",76.05,76.05,7.61,3.80,6.08,3.80,3.80,0,2024-11-26 08:07:42,420733553,XHX3362qc,VelocityShares Daily 2x VIX Short-Term ETN,2024-11-26 08:07:42,2024-12-03 22:22:38,2024-12-11 12:37:34,2024-12-19 02:52:30,Inactive,76.05,0,1eqWa8pL8R56941F56R723pd47H9QYcs
2024-11-21 06:25:44,10,600,16794,16794,16794,16794,10851,1,f63a3858-01ec-4c8f-8f03-bcf85dbd99db,8,10851,9,6532,WT2K77BJCHXJZP9Z,KD0GITRB-VL0R-954X-XTH0-YN9G4D4JXOVJ,4DT7FRN,"Probabo et Democriti errata ab. Molestias esse fugiendam? Eademque ratione ne temperantiam quidem propter se esse fugiendam temperantiamque expetendam. Quantus videtur, vel paulo aut maiorem aut minorem. Ita.",81.99,81.99,8.20,4.10,6.56,4.10,4.10,0,2024-11-27 08:49:36,551049271,WUS4014ci,Wells Fargo & Company,2024-11-27 08:49:36,2024-12-03 11:13:28,2024-12-09 13:37:20,2024-12-15 16:01:12,Cancelled,81.99,0,DcF8nl5Bfbqp7y9KfWaldt12ew81TwP8
2024-11-23 04:39:20,10,601,13017,13017,13017,13017,11330,2,98dda954-9669-42fa-ab7a-be71872d847c,7,11330,11,5138,MBZHR4CBRBVFNIGZ,B6LPKHVL-LNKN-0FKC-OH63-XZLDZLFPEGOH,21UQQ2,"Contereret, quae et a spe pariendarum voluptatum seiungi non potest. Multi etiam, ut te consule, ipsi se indicaverunt. Quodsi qui satis sibi contra.",74.01,74.01,7.40,3.70,5.92,3.70,3.70,1,2024-11-25 10:18:09,89542838,CUM3998dv,Voya Asia Pacific High Dividend Equity Income Fund,2024-11-25 10:18:09,2024-11-27 15:56:58,2024-11-29 21:35:47,2024-12-02 03:14:36,Depleted,74.01,1,1u4idSzq7fURM38uDk1E4nuIeQvNj726
2024-11-24 14:50:16,10,329,6098,6098,6098,6098,11711,2,3271442e-c5f1-4cd0-a7fb-5bd282394f83,8,11711,5,11326,WGBEFOLI9MUZOXCZ,MZBN61K8-QVFU-46DU-HUO1-5ISAETBU777C,EUH15G,"Sententiam meam, et eo quidem consilio, tuum iudicium ut cognoscerem, quoniam mihi ea facultas.",83.33,83.33,8.33,4.16,6.66,4.16,4.16,1,2024-11-25 10:12:41,640869,YLL6456dm,"FleetCor Technologies, Inc.",2024-11-25 10:12:41,2024-11-26 05:35:06,2024-11-27 00:57:31,2024-11-27 20:19:56,Blocked,83.33,1,WxP5H08k5Q5woa03PKHfEH8Hve07lo41
2024-11-25 15:01:05,10,925,18350,18350,18350,18350,11979,1,54320b5c-2818-4813-b750-45ed4b7c722a,18,11979,4,10370,28RUPICHLUO1697Q,TGS77PHZ-0SU6-VZOL-Y973-3BXN8WMABSDN,GWP,"Esse duxit, nisi quae beatae vitae dicta sunt, quem ad modum. Earumque assidua recordatione laetetur, quid est, quod huc possit, quod. Nocet cuiquam, sed contra semper afficit cum vi sua atque natura, quod tranquillat animos, tum. Modo probantur, tamen Democritum laudatum a ceteris.",179.73,179.73,17.97,9.00,14.39,9.00,9.00,0,2024-12-03 22:21:22,57182502,AGQ0613er,National General Holdings Corp,2024-12-03 22:21:22,2024-12-12 05:41:39,2024-12-20 13:01:56,2024-12-28 20:22:13,Suspended,179.73,0,iH1LI1226Oxp60plg3XRPFgE76lLILE5
2024-11-28 16:55:28,10,14,620,620,620,620,12780,1,fe5e1e0d-305f-4072-8489-4dfa8e343000,9,12780,1,7933,A7PMO1L3JLB1E470,VACNJEK8-37MV-20LG-4UN2-AVHQXHJUWI95,WXK8G6CD6,"Dicere exorsus est. Primum igitur, inquit, sic agam, ut ipsi. Esse admonere. Interesse enim inter argumentum conclusionemque. Aut saperet aliquid aut ista didicisset. Et.",89.40,89.40,8.94,4.47,7.15,4.47,4.47,0,2024-12-04 01:21:32,50913923,QFI7289za,"Solaris Oilfield Infrastructure, Inc.",2024-12-04 01:21:32,2024-12-09 09:47:36,2024-12-14 18:13:40,2024-12-20 02:39:44,Suspended,89.40,0,3cA6mRyD7633N8t6l4YqfOsB5esX1561
